n,prime,diff
196195,2693393,4
196196,2693441,48
196197,2693443,2
196198,2693447,4
196199,2693479,32
196200,2693501,22
196201,2693503,2
196202,2693521,18
196203,2693533,12
196204,2693591,58
196205,2693609,18
196206,2693629,20
196207,2693651,22
196208,2693653,2
196209,2693671,18
196210,2693707,36
196211,2693729,22
196212,2693731,2
196213,2693749,18
196214,2693767,18
196215,2693777,10
196216,2693791,14
196217,2693813,22
196218,2693833,20
196219,2693849,16
196220,2693851,2
196221,2693857,6
196222,2693891,34
196223,2693893,2
196224,2693903,10
196225,2693917,14
196226,2693923,6
196227,2693927,4
196228,2693969,42
196229,2693989,20
196230,2694001,12
196231,2694017,16
196232,2694023,6
196233,2694031,8
196234,2694037,6
196235,2694047,10
196236,2694049,2
196237,2694053,4
196238,2694061,8
196239,2694089,28
196240,2694103,14
196241,2694121,18
196242,2694157,36
196243,2694161,4
196244,2694169,8
196245,2694173,4
196246,2694191,18
196247,2694199,8
196248,2694203,4
196249,2694217,14
196250,2694221,4
196251,2694239,18
196252,2694253,14
196253,2694281,28
196254,2694287,6
196255,2694299,12
196256,2694301,2
196257,2694323,22
196258,2694343,20
196259,2694359,16
196260,2694383,24
196261,2694389,6
196262,2694401,12
196263,2694407,6
196264,2694413,6
196265,2694421,8
196266,2694457,36
196267,2694469,12
196268,2694481,12
196269,2694493,12
196270,2694499,6
196271,2694511,12
196272,2694533,22
196273,2694541,8
196274,2694569,28
196275,2694577,8
196276,2694607,30
196277,2694623,16
196278,2694631,8
196279,2694641,10
196280,2694647,6
196281,2694661,14
196282,2694667,6
196283,2694677,10
196284,2694689,12
196285,2694691,2
196286,2694719,28
196287,2694733,14
196288,2694739,6
196289,2694743,4
196290,2694787,44
196291,2694803,16
196292,2694829,26
196293,2694833,4
196294,2694847,14
196295,2694851,4
196296,2694863,12
196297,2694869,6
196298,2694871,2
196299,2694877,6
196300,2694893,16
196301,2694899,6
196302,2694907,8
196303,2694911,4
196304,2694973,62
196305,2694977,4
196306,2695003,26
196307,2695031,28
196308,2695037,6
196309,2695051,14
196310,2695073,22
196311,2695127,54
196312,2695139,12
196313,2695141,2
196314,2695151,10
196315,2695177,26
196316,2695181,4
196317,2695183,2
196318,2695211,28
196319,2695229,18
196320,2695237,8
196321,2695249,12
196322,2695267,18
196323,2695279,12
196324,2695291,12
196325,2695313,22
196326,2695331,18
196327,2695337,6
196328,2695351,14
196329,2695391,40
196330,2695409,18
196331,2695411,2
196332,2695447,36
196333,2695453,6
196334,2695457,4
196335,2695471,14
196336,2695493,22
196337,2695499,6
196338,2695507,8
196339,2695523,16
196340,2695573,50
196341,2695597,24
196342,2695601,4
196343,2695607,6
196344,2695619,12
196345,2695643,24
196346,2695661,18
196347,2695697,36
196348,2695699,2
196349,2695703,4
196350,2695711,8
196351,2695733,22
196352,2695751,18
196353,2695787,36
196354,2695789,2
196355,2695793,4
196356,2695813,20
196357,2695831,18
196358,2695837,6
196359,2695867,30
196360,2695871,4
196361,2695883,12
196362,2695909,26
196363,2695933,24
196364,2695943,10
196365,2695949,6
196366,2695961,12
196367,2695981,20
196368,2695997,16
196369,2695999,2
196370,2696003,4
196371,2696009,6
196372,2696011,2
196373,2696021,10
196374,2696051,30
196375,2696053,2
196376,2696063,10
196377,2696069,6
196378,2696087,18
196379,2696093,6
196380,2696107,14
196381,2696117,10
196382,2696131,14
196383,2696137,6
196384,2696167,30
196385,2696171,4
196386,2696189,18
196387,2696203,14
196388,2696209,6
196389,2696257,48
196390,2696273,16
196391,2696279,6
196392,2696299,20
196393,2696303,4
196394,2696311,8
196395,2696329,18
196396,2696363,34
196397,2696377,14
196398,2696399,22
196399,2696413,14
196400,2696429,16
196401,2696459,30
196402,2696471,12
196403,2696483,12
196404,2696501,18
196405,2696513,12
196406,2696521,8
196407,2696527,6
196408,2696563,36
196409,2696569,6
196410,2696581,12
196411,2696593,12
196412,2696609,16
196413,2696621,12
196414,2696633,12
196415,2696641,8
196416,2696647,6
196417,2696653,6
196418,2696663,10
196419,2696669,6
196420,2696677,8
196421,2696699,22
196422,2696717,18
196423,2696731,14
196424,2696779,48
196425,2696843,64
196426,2696851,8
196427,2696861,10
196428,2696873,12
196429,2696909,36
196430,2696921,12
196431,2696923,2
196432,2696927,4
196433,2696929,2
196434,2696959,30
196435,2696977,18
196436,2696989,12
196437,2697007,18
196438,2697043,36
196439,2697053,10
196440,2697059,6
196441,2697061,2
196442,2697073,12
196443,2697109,36
196444,2697113,4
196445,2697133,20
196446,2697137,4
196447,2697151,14
196448,2697173,22
196449,2697179,6
196450,2697193,14
196451,2697199,6
196452,2697209,10
196453,2697229,20
196454,2697239,10
196455,2697241,2
196456,2697269,28
196457,2697281,12
196458,2697301,20
196459,2697307,6
196460,2697379,72
196461,2697389,10
196462,2697397,8
196463,2697413,16
196464,2697419,6
196465,2697437,18
196466,2697439,2
196467,2697451,12
196468,2697479,28
196469,2697491,12
196470,2697511,20
196471,2697517,6
196472,2697529,12
196473,2697533,4
196474,2697547,14
196475,2697553,6
196476,2697571,18
196477,2697581,10
196478,2697587,6
196479,2697599,12
196480,2697637,38
196481,2697661,24
196482,2697689,28
196483,2697697,8
196484,2697701,4
196485,2697719,18
196486,2697727,8
196487,2697733,6
196488,2697743,10
196489,2697757,14
196490,2697763,6
196491,2697767,4
196492,2697769,2
196493,2697797,28
196494,2697803,6
196495,2697809,6
196496,2697823,14
196497,2697853,30
196498,2697869,16
196499,2697887,18
196500,2697911,24
196501,2697913,2
196502,2697931,18
196503,2697953,22
196504,2697971,18
196505,2697973,2
196506,2697977,4
196507,2697983,6
196508,2697991,8
196509,2697997,6
196510,2698001,4
196511,2698009,8
196512,2698021,12
196513,2698027,6
196514,2698049,22
196515,2698063,14
196516,2698079,16
196517,2698097,18
196518,2698099,2
196519,2698103,4
196520,2698109,6
196521,2698159,50
196522,2698181,22
196523,2698183,2
196524,2698187,4
196525,2698193,6
196526,2698211,18
196527,2698217,6
196528,2698229,12
196529,2698231,2
196530,2698253,22
196531,2698261,8
196532,2698273,12
196533,2698277,4
196534,2698279,2
196535,2698303,24
196536,2698321,18
196537,2698331,10
196538,2698357,26
196539,2698387,30
196540,2698441,54
196541,2698453,12
196542,2698463,10
196543,2698471,8
196544,2698481,10
196545,2698499,18
196546,2698517,18
196547,2698541,24
196548,2698571,30
196549,2698573,2
196550,2698583,10
196551,2698607,24
196552,2698609,2
196553,2698649,40
196554,2698651,2
196555,2698667,16
196556,2698679,12
196557,2698681,2
196558,2698687,6
196559,2698691,4
196560,2698697,6
196561,2698721,24
196562,2698727,6
196563,2698739,12
196564,2698753,14
196565,2698771,18
196566,2698777,6
196567,2698789,12
196568,2698799,10
196569,2698807,8
196570,2698819,12
196571,2698841,22
196572,2698847,6
196573,2698853,6
196574,2698867,14
196575,2698921,54
196576,2698933,12
196577,2698951,18
196578,2698967,16
196579,2698979,12
196580,2699009,30
196581,2699017,8
196582,2699051,34
196583,2699087,36
196584,2699093,6
196585,2699101,8
196586,2699111,10
196587,2699129,18
196588,2699143,14
196589,2699149,6
196590,2699171,22
196591,2699183,12
196592,2699269,86
196593,2699287,18
196594,2699297,10
196595,2699299,2
196596,2699327,28
196597,2699339,12
196598,2699341,2
196599,2699357,16
196600,2699369,12
196601,2699371,2
196602,2699377,6
196603,2699383,6
196604,2699393,10
196605,2699419,26
196606,2699423,4
196607,2699429,6
196608,2699453,24
196609,2699461,8
196610,2699471,10
196611,2699479,8
196612,2699507,28
196613,2699513,6
196614,2699531,18
196615,2699561,30
196616,2699569,8
196617,2699591,22
196618,2699597,6
196619,2699611,14
196620,2699621,10
196621,2699623,2
196622,2699647,24
196623,2699657,10
196624,2699659,2
196625,2699687,28
196626,2699689,2
196627,2699701,12
196628,2699713,12
196629,2699743,30
196630,2699747,4
196631,2699761,14
196632,2699773,12
196633,2699777,4
196634,2699803,26
196635,2699839,36
196636,2699867,28
196637,2699869,2
196638,2699887,18
196639,2699903,16
196640,2699911,8
196641,2699951,40
196642,2699971,20
196643,2699981,10
196644,2699989,8
196645,2699999,10
196646,2700023,24
196647,2700037,14
196648,2700067,30
196649,2700079,12
196650,2700083,4
196651,2700091,8
196652,2700101,10
196653,2700107,6
196654,2700119,12
196655,2700121,2
196656,2700143,22
196657,2700151,8
196658,2700163,12
196659,2700169,6
196660,2700179,10
196661,2700199,20
196662,2700209,10
196663,2700211,2
196664,2700227,16
196665,2700233,6
196666,2700241,8
196667,2700281,40
196668,2700319,38
196669,2700323,4
196670,2700329,6
196671,2700367,38
196672,2700377,10
196673,2700389,12
196674,2700391,2
196675,2700419,28
196676,2700427,8
196677,2700431,4
196678,2700449,18
196679,2700463,14
196680,2700469,6
196681,2700487,18
196682,2700493,6
196683,2700497,4
196684,2700517,20
196685,2700521,4
196686,2700541,20
196687,2700559,18
196688,2700563,4
196689,2700583,20
196690,2700601,18
196691,2700611,10
196692,2700613,2
196693,2700617,4
196694,2700623,6
196695,2700647,24
196696,2700707,60
196697,2700713,6
196698,2700727,14
196699,2700743,16
196700,2700767,24
196701,2700779,12
196702,2700809,30
196703,2700811,2
196704,2700823,12
196705,2700829,6
196706,2700833,4
196707,2700839,6
196708,2700847,8
196709,2700851,4
196710,2700853,2
196711,2700881,28
196712,2700899,18
196713,2700917,18
196714,2700967,50
196715,2700979,12
196716,2700989,10
196717,2701007,18
196718,2701009,2
196719,2701091,82
196720,2701099,8
196721,2701103,4
196722,2701109,6
196723,2701117,8
196724,2701151,34
196725,2701177,26
196726,2701183,6
196727,2701201,18
196728,2701207,6
196729,2701261,54
196730,2701267,6
196731,2701271,4
196732,2701277,6
196733,2701297,20
196734,2701301,4
196735,2701319,18
196736,2701331,12
196737,2701339,8
196738,2701343,4
196739,2701393,50
196740,2701403,10
196741,2701409,6
196742,2701411,2
196743,2701423,12
196744,2701427,4
196745,2701459,32
196746,2701471,12
196747,2701483,12
196748,2701493,10
196749,2701529,36
196750,2701571,42
196751,2701577,6
196752,2701579,2
196753,2701583,4
196754,2701597,14
196755,2701627,30
196756,2701631,4
196757,2701637,6
196758,2701661,24
196759,2701663,2
196760,2701679,16
196761,2701687,8
196762,2701693,6
196763,2701709,16
196764,2701723,14
196765,2701739,16
196766,2701789,50
196767,2701847,58
196768,2701849,2
196769,2701871,22
196770,2701877,6
196771,2701883,6
196772,2701903,20
196773,2701913,10
196774,2701927,14
196775,2701931,4
196776,2701957,26
196777,2701967,10
196778,2701969,2
196779,2701987,18
196780,2702003,16
196781,2702033,30
196782,2702041,8
196783,2702057,16
196784,2702059,2
196785,2702069,10
196786,2702081,12
196787,2702083,2
196788,2702093,10
196789,2702107,14
196790,2702113,6
196791,2702143,30
196792,2702153,10
196793,2702159,6
196794,2702173,14
196795,2702197,24
196796,2702209,12
196797,2702213,4
196798,2702233,20
196799,2702243,10
196800,2702257,14
196801,2702261,4
196802,2702309,48
196803,2702317,8
196804,2702321,4
196805,2702327,6
196806,2702347,20
196807,2702393,46
196808,2702449,56
196809,2702467,18
196810,2702471,4
196811,2702489,18
196812,2702509,20
196813,2702551,42
196814,2702603,52
196815,2702639,36
196816,2702647,8
196817,2702653,6
196818,2702657,4
196819,2702671,14
196820,2702681,10
196821,2702701,20
196822,2702719,18
196823,2702723,4
196824,2702737,14
196825,2702741,4
196826,2702747,6
196827,2702759,12
196828,2702773,14
196829,2702789,16
196830,2702803,14
196831,2702809,6
196832,2702837,28
196833,2702839,2
196834,2702857,18
196835,2702879,22
196836,2702893,14
196837,2702897,4
196838,2702929,32
196839,2702951,22
196840,2702977,26
196841,2702993,16
196842,2703011,18
196843,2703013,2
196844,2703031,18
196845,2703047,16
196846,2703049,2
196847,2703067,18
196848,2703101,34
196849,2703137,36
196850,2703139,2
196851,2703163,24
196852,2703191,28
196853,2703193,2
196854,2703199,6
196855,2703251,52
196856,2703269,18
196857,2703271,2
196858,2703313,42
196859,2703317,4
196860,2703341,24
196861,2703347,6
196862,2703373,26
196863,2703401,28
196864,2703403,2
196865,2703413,10
196866,2703419,6
196867,2703427,8
196868,2703433,6
196869,2703461,28
196870,2703473,12
196871,2703497,24
196872,2703551,54
196873,2703577,26
196874,2703587,10
196875,2703593,6
196876,2703599,6
196877,2703601,2
196878,2703607,6
196879,2703611,4
196880,2703619,8
196881,2703637,18
196882,2703653,16
196883,2703667,14
196884,2703671,4
196885,2703677,6
196886,2703683,6
196887,2703707,24
196888,2703733,26
196889,2703739,6
196890,2703761,22
196891,2703763,2
196892,2703781,18
196893,2703787,6
196894,2703809,22
196895,2703829,20
196896,2703859,30
196897,2703887,28
196898,2703889,2
196899,2703907,18
196900,2703917,10
196901,2703929,12
196902,2703941,12
196903,2703973,32
196904,2703979,6
196905,2703983,4
196906,2704019,36
196907,2704021,2
196908,2704027,6
196909,2704043,16
196910,2704049,6
196911,2704067,18
196912,2704103,36
196913,2704109,6
196914,2704111,2
196915,2704127,16
196916,2704129,2
196917,2704157,28
196918,2704189,32
196919,2704193,4
196920,2704199,6
196921,2704217,18
196922,2704253,36
196923,2704277,24
196924,2704283,6
196925,2704291,8
196926,2704297,6
196927,2704301,4
196928,2704349,48
196929,2704357,8
196930,2704381,24
196931,2704391,10
196932,2704393,2
196933,2704417,24
196934,2704421,4
196935,2704447,26
196936,2704451,4
196937,2704469,18
196938,2704519,50
196939,2704529,10
196940,2704543,14
196941,2704549,6
196942,2704553,4
196943,2704567,14
196944,2704579,12
196945,2704591,12
196946,2704607,16
196947,2704661,54
196948,2704693,32
196949,2704697,4
196950,2704703,6
196951,2704711,8
196952,2704733,22
196953,2704739,6
196954,2704747,8
196955,2704753,6
196956,2704769,16
196957,2704771,2
196958,2704789,18
196959,2704813,24
196960,2704817,4
196961,2704831,14
196962,2704837,6
196963,2704841,4
196964,2704847,6
196965,2704873,26
196966,2704901,28
196967,2704903,2
196968,2704907,4
196969,2704909,2
196970,2704927,18
196971,2704931,4
196972,2704937,6
196973,2704939,2
196974,2704943,4
196975,2704957,14
196976,2704963,6
196977,2704969,6
196978,2704979,10
196979,2704981,2
196980,2704987,6
196981,2704993,6
196982,2704997,4
196983,2705009,12
196984,2705041,32
196985,2705047,6
196986,2705051,4
196987,2705063,12
196988,2705069,6
196989,2705071,2
196990,2705077,6
196991,2705081,4
196992,2705093,12
196993,2705111,18
196994,2705113,2
196995,2705137,24
196996,2705141,4
196997,2705147,6
196998,2705189,42
196999,2705203,14
197000,2705243,40
197001,2705249,6
197002,2705251,2
197003,2705257,6
197004,2705291,34
197005,2705299,8
197006,2705317,18
197007,2705321,4
197008,2705341,20
197009,2705359,18
197010,2705377,18
197011,2705383,6
197012,2705413,30
197013,2705419,6
197014,2705441,22
197015,2705447,6
197016,2705471,24
197017,2705509,38
197018,2705519,10
197019,2705531,12
197020,2705537,6
197021,2705539,2
197022,2705561,22
197023,2705569,8
197024,2705617,48
197025,2705623,6
197026,2705627,4
197027,2705629,2
197028,2705641,12
197029,2705663,22
197030,2705687,24
197031,2705693,6
197032,2705741,48
197033,2705761,20
197034,2705779,18
197035,2705819,40
197036,2705821,2
197037,2705827,6
197038,2705831,4
197039,2705849,18
197040,2705851,2
197041,2705863,12
197042,2705869,6
197043,2705909,40
197044,2705933,24
197045,2705939,6
197046,2705951,12
197047,2705957,6
197048,2705971,14
197049,2705977,6
197050,2705981,4
197051,2705993,12
197052,2706017,24
197053,2706029,12
197054,2706047,18
197055,2706059,12
197056,2706061,2
197057,2706073,12
197058,2706079,6
197059,2706089,10
197060,2706097,8
197061,2706101,4
197062,2706107,6
197063,2706139,32
197064,2706149,10
197065,2706163,14
197066,2706167,4
197067,2706169,2
197068,2706173,4
197069,2706211,38
197070,2706241,30
197071,2706257,16
197072,2706283,26
197073,2706293,10
197074,2706313,20
197075,2706317,4
197076,2706323,6
197077,2706337,14
197078,2706343,6
197079,2706391,48
197080,2706413,22
197081,2706419,6
197082,2706427,8
197083,2706437,10
197084,2706443,6
197085,2706481,38
197086,2706503,22
197087,2706527,24
197088,2706559,32
197089,2706563,4
197090,2706577,14
197091,2706593,16
197092,2706601,8
197093,2706629,28
197094,2706637,8
197095,2706653,16
197096,2706667,14
197097,2706673,6
197098,2706677,4
197099,2706679,2
197100,2706701,22
197101,2706719,18
197102,2706727,8
197103,2706731,4
197104,2706787,56
197105,2706793,6
197106,2706799,6
197107,2706817,18
197108,2706841,24
197109,2706857,16
197110,2706923,66
197111,2706929,6
197112,2706953,24
197113,2706959,6
197114,2706967,8
197115,2706971,4
197116,2706973,2
197117,2706989,16
197118,2707007,18
197119,2707037,30
197120,2707039,2
197121,2707049,10
197122,2707057,8
197123,2707073,16
197124,2707079,6
197125,2707087,8
197126,2707091,4
197127,2707099,8
197128,2707109,10
197129,2707127,18
197130,2707129,2
197131,2707163,34
197132,2707183,20
197133,2707213,30
197134,2707223,10
197135,2707273,50
197136,2707283,10
197137,2707297,14
197138,2707319,22
197139,2707321,2
197140,2707339,18
197141,2707343,4
197142,2707349,6
197143,2707357,8
197144,2707373,16
197145,2707379,6
197146,2707387,8
197147,2707391,4
197148,2707417,26
197149,2707423,6
197150,2707457,34
197151,2707459,2
197152,2707477,18
197153,2707489,12
197154,2707499,10
197155,2707501,2
197156,2707511,10
197157,2707541,30
197158,2707559,18
197159,2707589,30
197160,2707591,2
197161,2707603,12
197162,2707609,6
197163,2707619,10
197164,2707651,32
197165,2707657,6
197166,2707699,42
197167,2707703,4
197168,2707711,8
197169,2707739,28
197170,2707741,2
197171,2707751,10
197172,2707769,18
197173,2707781,12
197174,2707799,18
197175,2707801,2
197176,2707841,40
197177,2707843,2
197178,2707847,4
197179,2707853,6
197180,2707867,14
197181,2707897,30
197182,2707909,12
197183,2707921,12
197184,2707931,10
197185,2707961,30
197186,2707967,6
197187,2707979,12
197188,2707987,8
197189,2708053,66
197190,2708071,18
197191,2708077,6
197192,2708099,22
197193,2708149,50
197194,2708171,22
197195,2708177,6
197196,2708201,24
197197,2708213,12
197198,2708221,8
197199,2708243,22
197200,2708249,6
197201,2708257,8
197202,2708261,4
197203,2708263,2
197204,2708267,4
197205,2708291,24
197206,2708297,6
197207,2708309,12
197208,2708311,2
197209,2708327,16
197210,2708333,6
197211,2708347,14
197212,2708351,4
197213,2708371,20
197214,2708401,30
197215,2708417,16
197216,2708429,12
197217,2708443,14
197218,2708467,24
197219,2708477,10
197220,2708483,6
197221,2708509,26
197222,2708521,12
197223,2708533,12
197224,2708543,10
197225,2708551,8
197226,2708557,6
197227,2708581,24
197228,2708597,16
197229,2708603,6
197230,2708611,8
197231,2708623,12
197232,2708633,10
197233,2708647,14
197234,2708653,6
197235,2708663,10
197236,2708669,6
197237,2708681,12
197238,2708683,2
197239,2708689,6
197240,2708701,12
197241,2708711,10
197242,2708737,26
197243,2708753,16
197244,2708767,14
197245,2708801,34
197246,2708809,8
197247,2708813,4
197248,2708819,6
197249,2708821,2
197250,2708833,12
197251,2708837,4
197252,2708843,6
197253,2708851,8
197254,2708869,18
197255,2708879,10
197256,2708891,12
197257,2708903,12
197258,2708941,38
197259,2708983,42
197260,2708999,16
197261,2709019,20
197262,2709023,4
197263,2709061,38
197264,2709073,12
197265,2709079,6
197266,2709097,18
197267,2709107,10
197268,2709167,60
197269,2709169,2
197270,2709173,4
197271,2709197,24
197272,2709199,2
197273,2709233,34
197274,2709253,20
197275,2709257,4
197276,2709263,6
197277,2709269,6
197278,2709271,2
197279,2709283,12
197280,2709293,10
197281,2709313,20
197282,2709319,6
197283,2709323,4
197284,2709359,36
197285,2709361,2
197286,2709391,30
197287,2709397,6
197288,2709467,70
197289,2709479,12
197290,2709481,2
197291,2709491,10
197292,2709517,26
197293,2709569,52
197294,2709583,14
197295,2709589,6
197296,2709593,4
197297,2709599,6
197298,2709601,2
197299,2709611,10
197300,2709643,32
197301,2709659,16
197302,2709667,8
197303,2709671,4
197304,2709677,6
197305,2709709,32
197306,2709713,4
197307,2709727,14
197308,2709737,10
197309,2709739,2
197310,2709767,28
197311,2709781,14
197312,2709787,6
197313,2709793,6
197314,2709797,4
197315,2709821,24
197316,2709823,2
197317,2709841,18
197318,2709859,18
197319,2709871,12
197320,2709877,6
197321,2709887,10
197322,2709899,12
197323,2709907,8
197324,2709923,16
197325,2710003,80
197326,2710007,4
197327,2710009,2
197328,2710013,4
197329,2710039,26
197330,2710063,24
197331,2710087,24
197332,2710093,6
197333,2710111,18
197334,2710117,6
197335,2710151,34
197336,2710177,26
197337,2710187,10
197338,2710189,2
197339,2710193,4
197340,2710207,14
197341,2710241,34
197342,2710249,8
197343,2710273,24
197344,2710289,16
197345,2710303,14
197346,2710313,10
197347,2710321,8
197348,2710339,18
197349,2710363,24
197350,2710373,10
197351,2710381,8
197352,2710397,16
197353,2710399,2
197354,2710403,4
197355,2710439,36
197356,2710441,2
197357,2710447,6
197358,2710451,4
197359,2710453,2
197360,2710457,4
197361,2710517,60
197362,2710541,24
197363,2710553,12
197364,2710571,18
197365,2710621,50
197366,2710649,28
197367,2710663,14
197368,2710679,16
197369,2710681,2
197370,2710693,12
197371,2710699,6
197372,2710723,24
197373,2710759,36
197374,2710777,18
197375,2710781,4
197376,2710823,42
197377,2710831,8
197378,2710847,16
197379,2710861,14
197380,2710867,6
197381,2710889,22
197382,2710907,18
197383,2710909,2
197384,2710921,12
197385,2710927,6
197386,2710931,4
197387,2710933,2
197388,2710937,4
197389,2710943,6
197390,2710957,14
197391,2710963,6
197392,2710969,6
197393,2710997,28
197394,2711017,20
197395,2711039,22
197396,2711047,8
197397,2711057,10
197398,2711077,20
197399,2711081,4
197400,2711087,6
197401,2711089,2
197402,2711099,10
197403,2711119,20
197404,2711153,34
197405,2711197,44
197406,2711213,16
197407,2711231,18
197408,2711237,6
197409,2711287,50
197410,2711327,40
197411,2711329,2
197412,2711333,4
197413,2711339,6
197414,2711341,2
197415,2711351,10
197416,2711363,12
197417,2711377,14
197418,2711399,22
197419,2711411,12
197420,2711417,6
197421,2711431,14
197422,2711437,6
197423,2711459,22
197424,2711461,2
197425,2711497,36
197426,2711503,6
197427,2711521,18
197428,2711549,28
197429,2711567,18
197430,2711573,6
197431,2711591,18
197432,2711629,38
197433,2711647,18
197434,2711669,22
197435,2711707,38
197436,2711717,10
197437,2711729,12
197438,2711743,14
197439,2711747,4
197440,2711771,24
197441,2711777,6
197442,2711783,6
197443,2711803,20
197444,2711827,24
197445,2711837,10
197446,2711867,30
197447,2711873,6
197448,2711899,26
197449,2711921,22
197450,2711939,18
197451,2711941,2
197452,2711977,36
197453,2711981,4
197454,2712001,20
197455,2712007,6
197456,2712011,4
197457,2712019,8
197458,2712037,18
197459,2712043,6
197460,2712049,6
197461,2712067,18
197462,2712077,10
197463,2712089,12
197464,2712119,30
197465,2712131,12
197466,2712133,2
197467,2712161,28
197468,2712173,12
197469,2712179,6
197470,2712181,2
197471,2712223,42
197472,2712233,10
197473,2712239,6
197474,2712251,12
197475,2712253,2
197476,2712257,4
197477,2712287,30
197478,2712293,6
197479,2712317,24
197480,2712329,12
197481,2712337,8
197482,2712371,34
197483,2712373,2
197484,2712377,4
197485,2712379,2
197486,2712389,10
197487,2712419,30
197488,2712427,8
197489,2712431,4
197490,2712443,12
197491,2712449,6
197492,2712481,32
197493,2712491,10
197494,2712517,26
197495,2712529,12
197496,2712533,4
197497,2712539,6
197498,2712547,8
197499,2712553,6
197500,2712559,6
197501,2712583,24
197502,2712587,4
197503,2712613,26
197504,2712637,24
197505,2712641,4
197506,2712653,12
197507,2712659,6
197508,2712667,8
197509,2712691,24
197510,2712709,18
197511,2712713,4
197512,2712719,6
197513,2712733,14
197514,2712767,34
197515,2712769,2
197516,2712811,42
197517,2712823,12
197518,2712851,28
197519,2712859,8
197520,2712883,24
197521,2712893,10
197522,2712923,30
197523,2712943,20
197524,2712947,4
197525,2712971,24
197526,2712973,2
197527,2712989,16
197528,2713003,14
197529,2713019,16
197530,2713033,14
197531,2713043,10
197532,2713049,6
197533,2713069,20
197534,2713079,10
197535,2713111,32
197536,2713127,16
197537,2713133,6
197538,2713157,24
197539,2713177,20
197540,2713189,12
197541,2713223,34
197542,2713237,14
197543,2713253,16
197544,2713259,6
197545,2713267,8
197546,2713273,6
197547,2713283,10
197548,2713289,6
197549,2713297,8
197550,2713301,4
197551,2713309,8
197552,2713313,4
197553,2713349,36
197554,2713369,20
197555,2713391,22
197556,2713411,20
197557,2713423,12
197558,2713427,4
197559,2713453,26
197560,2713457,4
197561,2713493,36
197562,2713499,6
197563,2713507,8
197564,2713531,24
197565,2713541,10
197566,2713553,12
197567,2713577,24
197568,2713589,12
197569,2713603,14
197570,2713619,16
197571,2713649,30
197572,2713651,2
197573,2713657,6
197574,2713673,16
197575,2713679,6
197576,2713703,24
197577,2713717,14
197578,2713721,4
197579,2713783,62
197580,2713811,28
197581,2713813,2
197582,2713817,4
197583,2713853,36
197584,2713871,18
197585,2713873,2
197586,2713883,10
197587,2713933,50
197588,2713937,4
197589,2713939,2
197590,2713943,4
197591,2713961,18
197592,2713967,6
197593,2713973,6
197594,2713981,8
197595,2713993,12
197596,2714009,16
197597,2714011,2
197598,2714021,10
197599,2714027,6
197600,2714029,2
197601,2714039,10
197602,2714057,18
197603,2714071,14
197604,2714083,12
197605,2714087,4
197606,2714099,12
197607,2714111,12
197608,2714141,30
197609,2714167,26
197610,2714171,4
197611,2714221,50
197612,2714227,6
197613,2714249,22
197614,2714263,14
197615,2714273,10
197616,2714279,6
197617,2714281,2
197618,2714287,6
197619,2714293,6
197620,2714303,10
197621,2714311,8
197622,2714353,42
197623,2714377,24
197624,2714389,12
197625,2714419,30
197626,2714443,24
197627,2714449,6
197628,2714507,58
197629,2714513,6
197630,2714539,26
197631,2714557,18
197632,2714563,6
197633,2714567,4
197634,2714573,6
197635,2714597,24
197636,2714609,12
197637,2714617,8
197638,2714627,10
197639,2714629,2
197640,2714641,12
197641,2714659,18
197642,2714707,48
197643,2714711,4
197644,2714729,18
197645,2714731,2
197646,2714737,6
197647,2714743,6
197648,2714749,6
197649,2714753,4
197650,2714783,30
197651,2714791,8
197652,2714807,16
197653,2714813,6
197654,2714837,24
197655,2714843,6
197656,2714867,24
197657,2714903,36
197658,2714909,6
197659,2714941,32
197660,2714947,6
197661,2714953,6
197662,2714963,10
197663,2714983,20
197664,2715007,24
197665,2715071,64
197666,2715079,8
197667,2715101,22
197668,2715109,8
197669,2715113,4
197670,2715161,48
197671,2715169,8
197672,2715191,22
197673,2715211,20
197674,2715217,6
197675,2715221,4
197676,2715247,26
197677,2715263,16
197678,2715269,6
197679,2715281,12
197680,2715283,2
197681,2715287,4
197682,2715289,2
197683,2715313,24
197684,2715329,16
197685,2715337,8
197686,2715353,16
197687,2715367,14
197688,2715371,4
197689,2715409,38
197690,2715413,4
197691,2715421,8
197692,2715437,16
197693,2715439,2
197694,2715457,18
197695,2715469,12
197696,2715481,12
197697,2715487,6
197698,2715491,4
197699,2715497,6
197700,2715521,24
197701,2715523,2
197702,2715533,10
197703,2715547,14
197704,2715551,4
197705,2715571,20
197706,2715599,28
197707,2715607,8
197708,2715617,10
197709,2715619,2
197710,2715623,4
197711,2715637,14
197712,2715649,12
197713,2715653,4
197714,2715683,30
197715,2715701,18
197716,2715737,36
197717,2715749,12
197718,2715787,38
197719,2715793,6
197720,2715809,16
197721,2715847,38
197722,2715851,4
197723,2715857,6
197724,2715859,2
197725,2715893,34
197726,2715899,6
197727,2715913,14
197728,2715929,16
197729,2715931,2
197730,2715949,18
197731,2715959,10
197732,2715961,2
197733,2715983,22
197734,2715997,14
197735,2716027,30
197736,2716061,34
197737,2716067,6
197738,2716079,12
197739,2716117,38
197740,2716157,40
197741,2716159,2
197742,2716163,4
197743,2716187,24
197744,2716201,14
197745,2716223,22
197746,2716237,14
197747,2716249,12
197748,2716253,4
