n,prime,diff
1894,16333,14
1895,16339,6
1896,16349,10
1897,16361,12
1898,16363,2
1899,16369,6
1900,16381,12
1901,16411,30
1902,16417,6
1903,16421,4
1904,16427,6
1905,16433,6
1906,16447,14
1907,16451,4
1908,16453,2
1909,16477,24
1910,16481,4
1911,16487,6
1912,16493,6
1913,16519,26
1914,16529,10
1915,16547,18
1916,16553,6
1917,16561,8
1918,16567,6
1919,16573,6
1920,16603,30
1921,16607,4
1922,16619,12
1923,16631,12
1924,16633,2
1925,16649,16
1926,16651,2
1927,16657,6
1928,16661,4
1929,16673,12
1930,16691,18
1931,16693,2
1932,16699,6
1933,16703,4
1934,16729,26
1935,16741,12
1936,16747,6
1937,16759,12
1938,16763,4
1939,16787,24
1940,16811,24
1941,16823,12
1942,16829,6
1943,16831,2
1944,16843,12
1945,16871,28
1946,16879,8
1947,16883,4
1948,16889,6
1949,16901,12
1950,16903,2
1951,16921,18
1952,16927,6
1953,16931,4
1954,16937,6
1955,16943,6
1956,16963,20
1957,16979,16
1958,16981,2
1959,16987,6
1960,16993,6
1961,17011,18
1962,17021,10
1963,17027,6
1964,17029,2
1965,17033,4
1966,17041,8
1967,17047,6
1968,17053,6
1969,17077,24
1970,17093,16
1971,17099,6
1972,17107,8
1973,17117,10
1974,17123,6
1975,17137,14
1976,17159,22
1977,17167,8
1978,17183,16
1979,17189,6
1980,17191,2
1981,17203,12
1982,17207,4
1983,17209,2
1984,17231,22
1985,17239,8
1986,17257,18
1987,17291,34
1988,17293,2
1989,17299,6
1990,17317,18
1991,17321,4
1992,17327,6
1993,17333,6
1994,17341,8
1995,17351,10
1996,17359,8
1997,17377,18
1998,17383,6
1999,17387,4
2000,17389,2
2001,17393,4
2002,17401,8
2003,17417,16
2004,17419,2
2005,17431,12
2006,17443,12
2007,17449,6
2008,17467,18
2009,17471,4
2010,17477,6
2011,17483,6
2012,17489,6
2013,17491,2
2014,17497,6
2015,17509,12
2016,17519,10
2017,17539,20
2018,17551,12
2019,17569,18
2020,17573,4
2021,17579,6
2022,17581,2
2023,17597,16
2024,17599,2
2025,17609,10
2026,17623,14
2027,17627,4
2028,17657,30
2029,17659,2
2030,17669,10
2031,17681,12
2032,17683,2
2033,17707,24
2034,17713,6
2035,17729,16
2036,17737,8
2037,17747,10
2038,17749,2
2039,17761,12
2040,17783,22
2041,17789,6
2042,17791,2
2043,17807,16
2044,17827,20
2045,17837,10
2046,17839,2
2047,17851,12
2048,17863,12
2049,17881,18
2050,17891,10
2051,17903,12
2052,17909,6
2053,17911,2
2054,17921,10
2055,17923,2
2056,17929,6
2057,17939,10
2058,17957,18
2059,17959,2
2060,17971,12
2061,17977,6
2062,17981,4
2063,17987,6
2064,17989,2
2065,18013,24
2066,18041,28
2067,18043,2
2068,18047,4
2069,18049,2
2070,18059,10
2071,18061,2
2072,18077,16
2073,18089,12
2074,18097,8
2075,18119,22
2076,18121,2
2077,18127,6
2078,18131,4
2079,18133,2
2080,18143,10
2081,18149,6
2082,18169,20
2083,18181,12
2084,18191,10
2085,18199,8
2086,18211,12
2087,18217,6
2088,18223,6
2089,18229,6
2090,18233,4
2091,18251,18
2092,18253,2
2093,18257,4
2094,18269,12
2095,18287,18
2096,18289,2
2097,18301,12
2098,18307,6
2099,18311,4
2100,18313,2
2101,18329,16
2102,18341,12
2103,18353,12
2104,18367,14
2105,18371,4
2106,18379,8
2107,18397,18
2108,18401,4
2109,18413,12
2110,18427,14
2111,18433,6
2112,18439,6
2113,18443,4
2114,18451,8
2115,18457,6
2116,18461,4
2117,18481,20
2118,18493,12
2119,18503,10
2120,18517,14
2121,18521,4
2122,18523,2
2123,18539,16
2124,18541,2
2125,18553,12
2126,18583,30
2127,18587,4
2128,18593,6
2129,18617,24
2130,18637,20
2131,18661,24
2132,18671,10
2133,18679,8
2134,18691,12
2135,18701,10
2136,18713,12
2137,18719,6
2138,18731,12
2139,18743,12
2140,18749,6
2141,18757,8
2142,18773,16
2143,18787,14
2144,18793,6
2145,18797,4
2146,18803,6
2147,18839,36
2148,18859,20
2149,18869,10
2150,18899,30
2151,18911,12
2152,18913,2
2153,18917,4
2154,18919,2
2155,18947,28
2156,18959,12
2157,18973,14
2158,18979,6
2159,19001,22
2160,19009,8
2161,19013,4
2162,19031,18
2163,19037,6
2164,19051,14
2165,19069,18
2166,19073,4
2167,19079,6
2168,19081,2
2169,19087,6
2170,19121,34
2171,19139,18
2172,19141,2
2173,19157,16
2174,19163,6
2175,19181,18
2176,19183,2
2177,19207,24
2178,19211,4
2179,19213,2
2180,19219,6
2181,19231,12
2182,19237,6
2183,19249,12
2184,19259,10
2185,19267,8
2186,19273,6
2187,19289,16
2188,19301,12
2189,19309,8
2190,19319,10
2191,19333,14
2192,19373,40
2193,19379,6
2194,19381,2
2195,19387,6
2196,19391,4
2197,19403,12
2198,19417,14
2199,19421,4
2200,19423,2
2201,19427,4
2202,19429,2
2203,19433,4
2204,19441,8
2205,19447,6
2206,19457,10
2207,19463,6
2208,19469,6
2209,19471,2
2210,19477,6
2211,19483,6
2212,19489,6
2213,19501,12
2214,19507,6
2215,19531,24
2216,19541,10
2217,19543,2
2218,19553,10
2219,19559,6
2220,19571,12
2221,19577,6
2222,19583,6
2223,19597,14
2224,19603,6
2225,19609,6
2226,19661,52
2227,19681,20
2228,19687,6
2229,19697,10
2230,19699,2
2231,19709,10
2232,19717,8
2233,19727,10
2234,19739,12
2235,19751,12
2236,19753,2
2237,19759,6
2238,19763,4
2239,19777,14
2240,19793,16
2241,19801,8
2242,19813,12
2243,19819,6
2244,19841,22
2245,19843,2
2246,19853,10
2247,19861,8
2248,19867,6
2249,19889,22
2250,19891,2
2251,19913,22
2252,19919,6
2253,19927,8
2254,19937,10
2255,19949,12
2256,19961,12
2257,19963,2
2258,19973,10
2259,19979,6
2260,19991,12
2261,19993,2
2262,19997,4
2263,20011,14
2264,20021,10
2265,20023,2
2266,20029,6
2267,20047,18
2268,20051,4
2269,20063,12
2270,20071,8
2271,20089,18
2272,20101,12
2273,20107,6
2274,20113,6
2275,20117,4
2276,20123,6
2277,20129,6
2278,20143,14
2279,20147,4
2280,20149,2
2281,20161,12
2282,20173,12
2283,20177,4
2284,20183,6
2285,20201,18
2286,20219,18
2287,20231,12
2288,20233,2
2289,20249,16
2290,20261,12
2291,20269,8
2292,20287,18
2293,20297,10
2294,20323,26
2295,20327,4
2296,20333,6
2297,20341,8
2298,20347,6
2299,20353,6
2300,20357,4
2301,20359,2
2302,20369,10
2303,20389,20
2304,20393,4
2305,20399,6
2306,20407,8
2307,20411,4
2308,20431,20
2309,20441,10
2310,20443,2
2311,20477,34
2312,20479,2
2313,20483,4
2314,20507,24
2315,20509,2
2316,20521,12
2317,20533,12
2318,20543,10
2319,20549,6
2320,20551,2
2321,20563,12
2322,20593,30
2323,20599,6
2324,20611,12
2325,20627,16
2326,20639,12
2327,20641,2
2328,20663,22
2329,20681,18
2330,20693,12
2331,20707,14
2332,20717,10
2333,20719,2
2334,20731,12
2335,20743,12
2336,20747,4
2337,20749,2
2338,20753,4
2339,20759,6
2340,20771,12
2341,20773,2
2342,20789,16
2343,20807,18
2344,20809,2
2345,20849,40
2346,20857,8
2347,20873,16
2348,20879,6
2349,20887,8
2350,20897,10
2351,20899,2
2352,20903,4
2353,20921,18
2354,20929,8
2355,20939,10
2356,20947,8
2357,20959,12
2358,20963,4
2359,20981,18
2360,20983,2
2361,21001,18
2362,21011,10
2363,21013,2
2364,21017,4
2365,21019,2
2366,21023,4
2367,21031,8
2368,21059,28
2369,21061,2
2370,21067,6
2371,21089,22
2372,21101,12
2373,21107,6
2374,21121,14
2375,21139,18
2376,21143,4
2377,21149,6
2378,21157,8
2379,21163,6
2380,21169,6
2381,21179,10
2382,21187,8
2383,21191,4
2384,21193,2
2385,21211,18
2386,21221,10
2387,21227,6
2388,21247,20
2389,21269,22
2390,21277,8
2391,21283,6
2392,21313,30
2393,21317,4
2394,21319,2
2395,21323,4
2396,21341,18
2397,21347,6
2398,21377,30
2399,21379,2
2400,21383,4
2401,21391,8
2402,21397,6
2403,21401,4
2404,21407,6
2405,21419,12
2406,21433,14
2407,21467,34
2408,21481,14
2409,21487,6
2410,21491,4
2411,21493,2
2412,21499,6
2413,21503,4
2414,21517,14
2415,21521,4
2416,21523,2
2417,21529,6
2418,21557,28
2419,21559,2
2420,21563,4
2421,21569,6
2422,21577,8
2423,21587,10
2424,21589,2
2425,21599,10
2426,21601,2
2427,21611,10
2428,21613,2
2429,21617,4
2430,21647,30
2431,21649,2
2432,21661,12
2433,21673,12
2434,21683,10
2435,21701,18
2436,21713,12
2437,21727,14
2438,21737,10
2439,21739,2
2440,21751,12
2441,21757,6
2442,21767,10
2443,21773,6
2444,21787,14
2445,21799,12
2446,21803,4
2447,21817,14
2448,21821,4
2449,21839,18
2450,21841,2
2451,21851,10
2452,21859,8
2453,21863,4
2454,21871,8
2455,21881,10
2456,21893,12
2457,21911,18
2458,21929,18
2459,21937,8
2460,21943,6
2461,21961,18
2462,21977,16
2463,21991,14
2464,21997,6
2465,22003,6
2466,22013,10
2467,22027,14
2468,22031,4
2469,22037,6
2470,22039,2
2471,22051,12
2472,22063,12
2473,22067,4
2474,22073,6
2475,22079,6
2476,22091,12
2477,22093,2
2478,22109,16
2479,22111,2
2480,22123,12
2481,22129,6
2482,22133,4
2483,22147,14
2484,22153,6
2485,22157,4
2486,22159,2
2487,22171,12
2488,22189,18
2489,22193,4
2490,22229,36
2491,22247,18
2492,22259,12
2493,22271,12
2494,22273,2
2495,22277,4
2496,22279,2
2497,22283,4
2498,22291,8
2499,22303,12
2500,22307,4
2501,22343,36
2502,22349,6
2503,22367,18
2504,22369,2
2505,22381,12
2506,22391,10
2507,22397,6
2508,22409,12
2509,22433,24
2510,22441,8
2511,22447,6
2512,22453,6
2513,22469,16
2514,22481,12
2515,22483,2
2516,22501,18
2517,22511,10
2518,22531,20
2519,22541,10
2520,22543,2
2521,22549,6
2522,22567,18
2523,22571,4
2524,22573,2
2525,22613,40
2526,22619,6
2527,22621,2
2528,22637,16
2529,22639,2
2530,22643,4
2531,22651,8
2532,22669,18
2533,22679,10
2534,22691,12
2535,22697,6
2536,22699,2
2537,22709,10
2538,22717,8
2539,22721,4
2540,22727,6
2541,22739,12
2542,22741,2
2543,22751,10
2544,22769,18
2545,22777,8
2546,22783,6
2547,22787,4
2548,22807,20
2549,22811,4
2550,22817,6
2551,22853,36
2552,22859,6
2553,22861,2
2554,22871,10
2555,22877,6
2556,22901,24
2557,22907,6
2558,22921,14
2559,22937,16
2560,22943,6
2561,22961,18
2562,22963,2
2563,22973,10
2564,22993,20
2565,23003,10
2566,23011,8
2567,23017,6
2568,23021,4
2569,23027,6
2570,23029,2
2571,23039,10
2572,23041,2
2573,23053,12
2574,23057,4
2575,23059,2
2576,23063,4
2577,23071,8
2578,23081,10
2579,23087,6
2580,23099,12
2581,23117,18
2582,23131,14
2583,23143,12
2584,23159,16
2585,23167,8
2586,23173,6
2587,23189,16
2588,23197,8
2589,23201,4
2590,23203,2
2591,23209,6
2592,23227,18
2593,23251,24
2594,23269,18
2595,23279,10
2596,23291,12
2597,23293,2
2598,23297,4
2599,23311,14
2600,23321,10
2601,23327,6
2602,23333,6
2603,23339,6
2604,23357,18
2605,23369,12
2606,23371,2
2607,23399,28
2608,23417,18
2609,23431,14
2610,23447,16
2611,23459,12
2612,23473,14
2613,23497,24
2614,23509,12
2615,23531,22
2616,23537,6
2617,23539,2
2618,23549,10
2619,23557,8
2620,23561,4
2621,23563,2
2622,23567,4
2623,23581,14
2624,23593,12
2625,23599,6
2626,23603,4
2627,23609,6
2628,23623,14
2629,23627,4
2630,23629,2
2631,23633,4
2632,23663,30
2633,23669,6
2634,23671,2
2635,23677,6
2636,23687,10
2637,23689,2
2638,23719,30
2639,23741,22
2640,23743,2
2641,23747,4
2642,23753,6
2643,23761,8
2644,23767,6
2645,23773,6
2646,23789,16
2647,23801,12
2648,23813,12
2649,23819,6
2650,23827,8
2651,23831,4
2652,23833,2
2653,23857,24
2654,23869,12
2655,23873,4
2656,23879,6
2657,23887,8
2658,23893,6
2659,23899,6
2660,23909,10
2661,23911,2
2662,23917,6
2663,23929,12
2664,23957,28
2665,23971,14
2666,23977,6
2667,23981,4
2668,23993,12
2669,24001,8
2670,24007,6
2671,24019,12
2672,24023,4
2673,24029,6
2674,24043,14
2675,24049,6
2676,24061,12
2677,24071,10
2678,24077,6
2679,24083,6
2680,24091,8
2681,24097,6
2682,24103,6
2683,24107,4
2684,24109,2
2685,24113,4
2686,24121,8
2687,24133,12
2688,24137,4
2689,24151,14
2690,24169,18
2691,24179,10
2692,24181,2
2693,24197,16
2694,24203,6
2695,24223,20
2696,24229,6
2697,24239,10
2698,24247,8
2699,24251,4
2700,24281,30
2701,24317,36
2702,24329,12
2703,24337,8
2704,24359,22
2705,24371,12
2706,24373,2
2707,24379,6
2708,24391,12
2709,24407,16
2710,24413,6
2711,24419,6
2712,24421,2
2713,24439,18
2714,24443,4
2715,24469,26
2716,24473,4
2717,24481,8
2718,24499,18
2719,24509,10
2720,24517,8
2721,24527,10
2722,24533,6
2723,24547,14
2724,24551,4
2725,24571,20
2726,24593,22
2727,24611,18
2728,24623,12
2729,24631,8
2730,24659,28
2731,24671,12
2732,24677,6
2733,24683,6
2734,24691,8
2735,24697,6
2736,24709,12
2737,24733,24
2738,24749,16
2739,24763,14
2740,24767,4
2741,24781,14
2742,24793,12
2743,24799,6
2744,24809,10
2745,24821,12
2746,24841,20
2747,24847,6
2748,24851,4
2749,24859,8
2750,24877,18
2751,24889,12
2752,24907,18
2753,24917,10
2754,24919,2
2755,24923,4
2756,24943,20
2757,24953,10
2758,24967,14
2759,24971,4
2760,24977,6
2761,24979,2
2762,24989,10
2763,25013,24
2764,25031,18
2765,25033,2
2766,25037,4
2767,25057,20
2768,25073,16
2769,25087,14
2770,25097,10
2771,25111,14
2772,25117,6
2773,25121,4
2774,25127,6
2775,25147,20
2776,25153,6
2777,25163,10
2778,25169,6
2779,25171,2
2780,25183,12
2781,25189,6
2782,25219,30
2783,25229,10
2784,25237,8
2785,25243,6
2786,25247,4
2787,25253,6
2788,25261,8
2789,25301,40
2790,25303,2
2791,25307,4
2792,25309,2
2793,25321,12
2794,25339,18
2795,25343,4
2796,25349,6
2797,25357,8
2798,25367,10
2799,25373,6
2800,25391,18
2801,25409,18
2802,25411,2
2803,25423,12
2804,25439,16
2805,25447,8
2806,25453,6
2807,25457,4
2808,25463,6
2809,25469,6
2810,25471,2
2811,25523,52
2812,25537,14
2813,25541,4
2814,25561,20
2815,25577,16
2816,25579,2
2817,25583,4
2818,25589,6
2819,25601,12
2820,25603,2
2821,25609,6
2822,25621,12
2823,25633,12
2824,25639,6
2825,25643,4
2826,25657,14
2827,25667,10
2828,25673,6
2829,25679,6
2830,25693,14
2831,25703,10
2832,25717,14
2833,25733,16
2834,25741,8
2835,25747,6
2836,25759,12
2837,25763,4
2838,25771,8
2839,25793,22
2840,25799,6
2841,25801,2
2842,25819,18
2843,25841,22
2844,25847,6
2845,25849,2
2846,25867,18
2847,25873,6
2848,25889,16
2849,25903,14
2850,25913,10
2851,25919,6
2852,25931,12
2853,25933,2
2854,25939,6
2855,25943,4
2856,25951,8
2857,25969,18
2858,25981,12
2859,25997,16
2860,25999,2
2861,26003,4
2862,26017,14
2863,26021,4
2864,26029,8
2865,26041,12
2866,26053,12
2867,26083,30
2868,26099,16
2869,26107,8
2870,26111,4
2871,26113,2
2872,26119,6
2873,26141,22
2874,26153,12
2875,26161,8
2876,26171,10
2877,26177,6
2878,26183,6
2879,26189,6
2880,26203,14
2881,26209,6
2882,26227,18
2883,26237,10
2884,26249,12
2885,26251,2
2886,26261,10
2887,26263,2
2888,26267,4
2889,26293,26
2890,26297,4
2891,26309,12
2892,26317,8
2893,26321,4
2894,26339,18
2895,26347,8
2896,26357,10
2897,26371,14
2898,26387,16
2899,26393,6
2900,26399,6
2901,26407,8
2902,26417,10
2903,26423,6
2904,26431,8
2905,26437,6
2906,26449,12
2907,26459,10
2908,26479,20
2909,26489,10
2910,26497,8
2911,26501,4
2912,26513,12
2913,26539,26
2914,26557,18
2915,26561,4
2916,26573,12
2917,26591,18
2918,26597,6
2919,26627,30
2920,26633,6
2921,26641,8
2922,26647,6
2923,26669,22
2924,26681,12
2925,26683,2
2926,26687,4
2927,26693,6
2928,26699,6
2929,26701,2
2930,26711,10
2931,26713,2
2932,26717,4
2933,26723,6
2934,26729,6
2935,26731,2
2936,26737,6
2937,26759,22
2938,26777,18
2939,26783,6
2940,26801,18
2941,26813,12
2942,26821,8
2943,26833,12
2944,26839,6
2945,26849,10
2946,26861,12
2947,26863,2
2948,26879,16
2949,26881,2
2950,26891,10
2951,26893,2
2952,26903,10
2953,26921,18
2954,26927,6
2955,26947,20
2956,26951,4
2957,26953,2
2958,26959,6
2959,26981,22
2960,26987,6
2961,26993,6
2962,27011,18
2963,27017,6
2964,27031,14
2965,27043,12
2966,27059,16
2967,27061,2
2968,27067,6
2969,27073,6
2970,27077,4
2971,27091,14
2972,27103,12
2973,27107,4
2974,27109,2
2975,27127,18
2976,27143,16
2977,27179,36
2978,27191,12
2979,27197,6
2980,27211,14
2981,27239,28
2982,27241,2
2983,27253,12
2984,27259,6
2985,27271,12
2986,27277,6
2987,27281,4
2988,27283,2
2989,27299,16
2990,27329,30
2991,27337,8
2992,27361,24
2993,27367,6
2994,27397,30
2995,27407,10
2996,27409,2
2997,27427,18
2998,27431,4
2999,27437,6
3000,27449,12
3001,27457,8
3002,27479,22
3003,27481,2
3004,27487,6
3005,27509,22
3006,27527,18
3007,27529,2
3008,27539,10
3009,27541,2
3010,27551,10
3011,27581,30
3012,27583,2
3013,27611,28
3014,27617,6
3015,27631,14
3016,27647,16
3017,27653,6
3018,27673,20
3019,27689,16
3020,27691,2
3021,27697,6
3022,27701,4
3023,27733,32
3024,27737,4
3025,27739,2
3026,27743,4
3027,27749,6
3028,27751,2
3029,27763,12
3030,27767,4
3031,27773,6
3032,27779,6
3033,27791,12
3034,27793,2
3035,27799,6
3036,27803,4
3037,27809,6
3038,27817,8
3039,27823,6
3040,27827,4
3041,27847,20
3042,27851,4
3043,27883,32
3044,27893,10
3045,27901,8
3046,27917,16
3047,27919,2
3048,27941,22
3049,27943,2
3050,27947,4
3051,27953,6
3052,27961,8
3053,27967,6
3054,27983,16
3055,27997,14
3056,28001,4
3057,28019,18
3058,28027,8
3059,28031,4
3060,28051,20
3061,28057,6
3062,28069,12
3063,28081,12
3064,28087,6
3065,28097,10
3066,28099,2
3067,28109,10
3068,28111,2
3069,28123,12
3070,28151,28
3071,28163,12
3072,28181,18
3073,28183,2
3074,28201,18
3075,28211,10
3076,28219,8
3077,28229,10
3078,28277,48
3079,28279,2
3080,28283,4
3081,28289,6
3082,28297,8
3083,28307,10
3084,28309,2
3085,28319,10
3086,28349,30
3087,28351,2
3088,28387,36
3089,28393,6
3090,28403,10
3091,28409,6
3092,28411,2
3093,28429,18
3094,28433,4
3095,28439,6
3096,28447,8
3097,28463,16
3098,28477,14
3099,28493,16
3100,28499,6
3101,28513,14
3102,28517,4
3103,28537,20
3104,28541,4
3105,28547,6
3106,28549,2
3107,28559,10
3108,28571,12
3109,28573,2
3110,28579,6
3111,28591,12
3112,28597,6
3113,28603,6
3114,28607,4
3115,28619,12
3116,28621,2
3117,28627,6
3118,28631,4
3119,28643,12
3120,28649,6
3121,28657,8
3122,28661,4
3123,28663,2
3124,28669,6
3125,28687,18
3126,28697,10
3127,28703,6
3128,28711,8
3129,28723,12
3130,28729,6
3131,28751,22
3132,28753,2
3133,28759,6
3134,28771,12
3135,28789,18
3136,28793,4
3137,28807,14
3138,28813,6
3139,28817,4
3140,28837,20
3141,28843,6
3142,28859,16
3143,28867,8
3144,28871,4
3145,28879,8
3146,28901,22
3147,28909,8
3148,28921,12
3149,28927,6
3150,28933,6
3151,28949,16
3152,28961,12
3153,28979,18
3154,29009,30
3155,29017,8
3156,29021,4
3157,29023,2
3158,29027,4
3159,29033,6
3160,29059,26
3161,29063,4
3162,29077,14
3163,29101,24
3164,29123,22
3165,29129,6
3166,29131,2
3167,29137,6
3168,29147,10
3169,29153,6
3170,29167,14
3171,29173,6
3172,29179,6
3173,29191,12
3174,29201,10
3175,29207,6
3176,29209,2
3177,29221,12
3178,29231,10
3179,29243,12
3180,29251,8
3181,29269,18
3182,29287,18
3183,29297,10
3184,29303,6
3185,29311,8
3186,29327,16
3187,29333,6
3188,29339,6
3189,29347,8
3190,29363,16
3191,29383,20
3192,29387,4
3193,29389,2
3194,29399,10
3195,29401,2
3196,29411,10
3197,29423,12
3198,29429,6
3199,29437,8
3200,29443,6
3201,29453,10
3202,29473,20
3203,29483,10
3204,29501,18
3205,29527,26
3206,29531,4
3207,29537,6
3208,29567,30
3209,29569,2
3210,29573,4
3211,29581,8
3212,29587,6
3213,29599,12
3214,29611,12
3215,29629,18
3216,29633,4
3217,29641,8
3218,29663,22
3219,29669,6
3220,29671,2
3221,29683,12
3222,29717,34
3223,29723,6
3224,29741,18
3225,29753,12
3226,29759,6
3227,29761,2
3228,29789,28
3229,29803,14
3230,29819,16
3231,29833,14
3232,29837,4
3233,29851,14
3234,29863,12
3235,29867,4
3236,29873,6
3237,29879,6
3238,29881,2
3239,29917,36
3240,29921,4
3241,29927,6
3242,29947,20
3243,29959,12
3244,29983,24
3245,29989,6
3246,30011,22
3247,30013,2
3248,30029,16
3249,30047,18
3250,30059,12
3251,30071,12
3252,30089,18
3253,30091,2
3254,30097,6
3255,30103,6
3256,30109,6
3257,30113,4
3258,30119,6
3259,30133,14
3260,30137,4
3261,30139,2
3262,30161,22
3263,30169,8
3264,30181,12
3265,30187,6
3266,30197,10
3267,30203,6
3268,30211,8
3269,30223,12
3270,30241,18
3271,30253,12
3272,30259,6
3273,30269,10
3274,30271,2
3275,30293,22
3276,30307,14
3277,30313,6
3278,30319,6
3279,30323,4
3280,30341,18
3281,30347,6
3282,30367,20
3283,30389,22
3284,30391,2
3285,30403,12
3286,30427,24
3287,30431,4
3288,30449,18
3289,30467,18
3290,30469,2
3291,30491,22
3292,30493,2
3293,30497,4
3294,30509,12
3295,30517,8
3296,30529,12
3297,30539,10
3298,30553,14
3299,30557,4
3300,30559,2
3301,30577,18
3302,30593,16
3303,30631,38
3304,30637,6
3305,30643,6
3306,30649,6
3307,30661,12
3308,30671,10
3309,30677,6
3310,30689,12
3311,30697,8
3312,30703,6
3313,30707,4
3314,30713,6
3315,30727,14
3316,30757,30
3317,30763,6
3318,30773,10
3319,30781,8
3320,30803,22
3321,30809,6
3322,30817,8
3323,30829,12
3324,30839,10
3325,30841,2
3326,30851,10
3327,30853,2
3328,30859,6
3329,30869,10
3330,30871,2
3331,30881,10
3332,30893,12
3333,30911,18
3334,30931,20
3335,30937,6
3336,30941,4
3337,30949,8
3338,30971,22
3339,30977,6
3340,30983,6
3341,31013,30
3342,31019,6
3343,31033,14
3344,31039,6
3345,31051,12
3346,31063,12
3347,31069,6
3348,31079,10
3349,31081,2
3350,31091,10
3351,31121,30
3352,31123,2
3353,31139,16
3354,31147,8
3355,31151,4
3356,31153,2
3357,31159,6
3358,31177,18
3359,31181,4
3360,31183,2
3361,31189,6
3362,31193,4
3363,31219,26
3364,31223,4
3365,31231,8
3366,31237,6
3367,31247,10
3368,31249,2
3369,31253,4
3370,31259,6
3371,31267,8
3372,31271,4
3373,31277,6
3374,31307,30
3375,31319,12
3376,31321,2
3377,31327,6
3378,31333,6
3379,31337,4
3380,31357,20
3381,31379,22
3382,31387,8
3383,31391,4
3384,31393,2
3385,31397,4
3386,31469,72
3387,31477,8
3388,31481,4
3389,31489,8
3390,31511,22
3391,31513,2
3392,31517,4
3393,31531,14
3394,31541,10
3395,31543,2
3396,31547,4
3397,31567,20
3398,31573,6
3399,31583,10
3400,31601,18
3401,31607,6
3402,31627,20
3403,31643,16
3404,31649,6
3405,31657,8
3406,31663,6
3407,31667,4
3408,31687,20
3409,31699,12
3410,31721,22
3411,31723,2
3412,31727,4
3413,31729,2
3414,31741,12
3415,31751,10
3416,31769,18
3417,31771,2
3418,31793,22
3419,31799,6
3420,31817,18
3421,31847,30
3422,31849,2
3423,31859,10
3424,31873,14
3425,31883,10
3426,31891,8
3427,31907,16
3428,31957,50
3429,31963,6
3430,31973,10
3431,31981,8
3432,31991,10
3433,32003,12
3434,32009,6
3435,32027,18
3436,32029,2
3437,32051,22
3438,32057,6
3439,32059,2
3440,32063,4
3441,32069,6
3442,32077,8
3443,32083,6
3444,32089,6
3445,32099,10
3446,32117,18
3447,32119,2
3448,32141,22
3449,32143,2
3450,32159,16
3451,32173,14
3452,32183,10
3453,32189,6
3454,32191,2
3455,32203,12
3456,32213,10
3457,32233,20
3458,32237,4
3459,32251,14
3460,32257,6
3461,32261,4
3462,32297,36
3463,32299,2
3464,32303,4
3465,32309,6
3466,32321,12
3467,32323,2
3468,32327,4
3469,32341,14
3470,32353,12
3471,32359,6
3472,32363,4
3473,32369,6
3474,32371,2
3475,32377,6
3476,32381,4
3477,32401,20
3478,32411,10
3479,32413,2
3480,32423,10
3481,32429,6
3482,32441,12
3483,32443,2
3484,32467,24
3485,32479,12
3486,32491,12
3487,32497,6
3488,32503,6
3489,32507,4
3490,32531,24
3491,32533,2
3492,32537,4
3493,32561,24
3494,32563,2
3495,32569,6
3496,32573,4
3497,32579,6
3498,32587,8
3499,32603,16
3500,32609,6
3501,32611,2
3502,32621,10
3503,32633,12
3504,32647,14
3505,32653,6
3506,32687,34
3507,32693,6
3508,32707,14
3509,32713,6
3510,32717,4
3511,32719,2
3512,32749,30
3513,32771,22
3514,32779,8
3515,32783,4
3516,32789,6
3517,32797,8
3518,32801,4
3519,32803,2
3520,32831,28
3521,32833,2
3522,32839,6
3523,32843,4
3524,32869,26
3525,32887,18
3526,32909,22
3527,32911,2
3528,32917,6
3529,32933,16
3530,32939,6
3531,32941,2
3532,32957,16
3533,32969,12
3534,32971,2
3535,32983,12
3536,32987,4
3537,32993,6
3538,32999,6
3539,33013,14
3540,33023,10
3541,33029,6
3542,33037,8
3543,33049,12
3544,33053,4
